CompetitorId;CompetitorName;FirstName;LastName;Gender;Age;CountryCode;RegionId;RegionalName;Profession;Height_cm;Weight_kg;AffiliateId;AffiliateName;DivisionId;RegionName;RegionCode;RegionalCode;Status;TeamCaptain;CountryOfOriginCode;BackSquat_kg;CleanAndJerk_kg;Snatch_kg;DeadLift_kg;FightGoneBad;MaxPullUps;Fran;Grace;Helen;Filthy50;Sprint400m;Rn5k
55121;Katrin Tanja Davidsdottir;Katrin Tanja;Davidsdottir;F;25;US;32;All;0;169;68.0388;null;null;02;North East;North East;North East;ACT;0;US;120.20188;102.0582;87.08966;142.88148;454;--;2:18;1:28;9:16;--;1:05;--
18588;Annie Thorisdottir;Annie;Thorisdottir;F;28;IS;32;All;0;170;68.945984;null;null;02;Europe North;Europe North;Europe North;ACT;0;IS;125;108;92;170;460;80;2:37;1:20;--;15:07;107:00;--
305891;Kari Pearce;Kari;Pearce;F;29;US;32;All;0;157.93999;63.04929;null;null;02;North East;North East;North East;ACT;0;US;140.61353;97.06869;83.91452;165.56108;--;--;--;--;--;--;--;--
591912;Laura Horvath;Laura;Horvath;F;21;HU;32;All;0;169;69;null;null;02;Europe North;Europe North;Europe North;ACT;0;HU;--;--;--;--;--;--;--;--;--;--;--;--
103389;Carol-Ann Reason-Thibault;Carol-Ann;Reason-Thibault;F;30;CA;32;All;0;165;63.50288;null;null;02;Canada East;Canada East;Canada East;ACT;0;CA;--;--;--;--;--;56;2:41;1:25;--;--;--;22:00
168305;Brooke Wells;Brooke;Wells;F;23;US;32;All;0;160.93999;68.0388;null;null;02;North Central;North Central;North Central;ACT;0;US;156.48924;115.66596;97.52228;192.7766;--;--;2:06;1:13;--;--;--;--
120480;Kristin Holte;Kristin;Holte;F;32;NO;32;All;0;162;59.874146;null;null;02;Europe North;Europe North;Europe North;ACT;0;NO;132;102;79;143;406;42;2:24;1:55;--;18:16;1:01;19:30
8859;Ragnheiður Sara Sigmundsdottir;Ragnheiður Sara;Sigmundsdottir;F;25;IS;32;All;0;171;69;null;null;02;Europe North;Europe North;Europe North;ACT;0;IS;135;110;90;155;--;36;--;2:03;9:26;--;--;22:32
180250;Emily Abbott;Emily;Abbott;F;29;US;32;All;0;161.93999;71.21394;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;--;108.86208;86.18248;--;--;--;--;--;--;--;--;--
310687;Kristi Eramo;Kristi;Eramo;F;29;US;32;All;0;156.93999;58.059776;null;null;02;Central East;Central East;Central East;ACT;0;US;136.0776;102.0582;79.3786;151.95332;--;--;2:29;1:47;--;--;--;--
37537;Alessandra Pichelli;Alessandra;Pichelli;F;32;US;32;All;0;160.93999;70.30676;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;145.14944;111.13004;95.25432;181.4368;457;--;2:11;1:21;7:26;15:34;--;20:41
174547;Amanda Barnhart;Amanda;Barnhart;F;26;US;32;All;0;161.93999;68.49239;null;null;02;Central East;Central East;Central East;ACT;0;US;142.88148;104.326164;88.45044;176.90088;--;--;2:25;1:30;--;--;--;--
2088;Camilla Salomonsson Hellman;Camilla;Salomonsson Hellman;F;27;SE;32;All;0;165;67.585205;null;null;02;Europe North;Europe North;Europe North;ACT;0;SE;143;100;77;160;--;--;2:45;1:20;--;--;--;--
901899;Ehea Schuerch;Ehea;Schuerch;F;29;US;32;All;0;161.93999;72.57472;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;151.95332;106.594124;86.18248;181.4368;--;--;2:29;1:19;--;19:55;--;--
27975;Chyna Cho;Chyna;Cho;F;31;US;32;All;0;162.93999;65.77084;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;129.72731;94.80073;77.11064;142.88148;--;50;2:17;2:00;--;--;--;--
3200;Dani Horan;Dani;Horan;F;30;US;32;All;0;160.93999;67.131615;null;null;02;North East;North East;North East;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
16973;Carleen Mathews;Carleen;Mathews;F;34;US;32;All;0;156.93999;56.699;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;138.34557;97.52228;74.84268;174.63292;344;48;3:08;2:20;--;26:00;1:21;22:54
8015;Rebecca Voigt;Rebecca;Voigt;F;37;US;32;All;0;163.93999;70.30676;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;120.20188;99.79024;79.3786;179.16884;412;31;1:58;1:54;8:07;24:12;1:30;22:25
764556;Gabriela Migała;Gabriela;Migała;F;19;PL;32;All;0;170;70;null;null;02;Europe North;Europe North;Europe North;ACT;0;PL;143;105;83;155;--;--;--;--;--;--;--;--
148485;Meredith Root;Meredith;Root;F;30;CA;32;All;0;158.93999;60.327736;null;null;02;Canada West;Canada West;Canada West;ACT;0;CA;129.27373;99.79024;86.18248;154.22128;--;44;2:11;1:35;7:08;--;1:04;20:21
698210;Karin Freyová;Karin;Freyová;F;23;SK;32;All;0;170;74;null;null;02;Europe North;Europe North;Europe North;ACT;0;SK;125;105;90;160;--;--;--;--;--;--;--;--
141620;Alex Parker;Alex;Parker;F;28;CA;32;All;0;160.93999;64.410065;null;null;02;Canada West;Canada West;Canada West;ACT;0;CA;124.7378;97.52228;79.3786;145.14944;348;45;2:25;1:46;7:30;19:19;--;--
2519;Michele Fumagalli;Michele;Fumagalli;F;30;US;32;All;0;159.93999;70.30676;null;null;02;North Central;North Central;North Central;ACT;0;US;136.0776;102.0582;83.91452;158.7572;--;--;--;--;--;--;--;--
45491;Jennifer Smith;Jennifer;Smith;F;32;US;32;All;0;160.93999;63.50288;null;null;02;Central East;Central East;Central East;ACT;0;US;129.27373;108.86208;86.18248;167.82904;--;--;--;--;--;--;--;--
8404;Camille Leblanc-Bazinet;Camille;Leblanc-Bazinet;F;29;US;32;All;0;156.93999;58.96696;null;null;02;South West;South West;South West;ACT;0;US;140.61353;104.326164;86.18248;136.0776;--;80;2:04;1:40;7:20;--;1:20;--
74426;Chelsea Nicholas;Chelsea;Nicholas;F;30;US;32;All;0;160.93999;68.0388;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;145.14944;106.594124;88.45044;147.4174;--;--;2:38;--;--;--;--;--
239148;Carolyne Prevost;Carolyne;Prevost;F;28;CA;32;All;0;157.93999;64.863655;null;null;02;Canada East;Canada East;Canada East;ACT;0;CA;140.61353;99.79024;79.3786;181.4368;464;50;2:18;1:20;--;--;--;--
3678;Margaux Alvarez;Margaux;Alvarez;F;33;US;32;All;0;161.93999;68.945984;null;null;02;South West;South West;South West;ACT;0;US;124.7378;104.326164;86.18248;185.97272;356;45;2:52;1:20;7:58;19:42;--;21:47
254313;Jessica Griffith;Jessica;Griffith;F;26;US;32;All;0;160.93999;64.863655;null;null;02;North Central;North Central;North Central;ACT;0;US;139.25275;112.037224;88.45044;156.48924;357;57;2:12;--;--;--;1:12;--
106129;Carrie Dudley;Carrie;Dudley;F;26;US;32;All;0;158.93999;61.68851;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;120.20188;95.25432;83.91452;138.34557;--;--;2:21;--;--;--;--;--
252100;Casey Campbell;Casey;Campbell;F;32;US;32;All;0;158.93999;65.77084;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;120.20188;99.79024;86.18248;147.4174;--;--;--;--;--;--;--;--
10760;Kirsten Pedri;Kirsten;Pedri;F;36;US;32;All;0;163.93999;68.0388;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;124.7378;102.0582;83.91452;142.88148;--;38;--;--;--;--;--;--
235110;Taylor Streid;Taylor;Streid;F;27;US;32;All;0;160.93999;62.595695;null;null;02;North Central;North Central;North Central;ACT;0;US;126.09858;99.79024;83.00734;137.43837;--;--;2:47;1:37;--;23:11;--;23:10
19501;Thuridur Erla Helgadottir;Thuridur Erla;Helgadottir;F;26;IS;32;All;0;164;59;null;null;02;Europe North;Europe North;Europe North;ACT;0;IS;133;108;86;150;389;60;2:49;1:57;8:32;18:56;1:01;21:26
160700;Jordan Adcock;Jordan;Adcock;F;26;CA;32;All;0;160.93999;63.50288;null;null;02;Canada West;Canada West;Canada West;ACT;0;CA;140.61353;104.326164;79.3786;154.22128;--;--;2:17;1:36;--;--;--;--
5785;Brista Mayfield;Brista;Mayfield;F;30;US;32;All;0;156.93999;64.410065;null;null;02;South Central;South Central;South Central;ACT;0;US;124.7378;99.79024;79.3786;156.48924;--;40;2:48;1:51;8:01;--;--;22:11
239442;Emma McQuaid;Emma;McQuaid;F;28;GB;32;All;0;165;63;null;null;02;Europe Central;Europe Central;Europe Central;ACT;0;GB;125;108;83;160;--;43;2:27;2:12;--;--;--;--
115892;Meg Reardon;Meg;Reardon;F;26;US;32;All;0;160.93999;68.0388;null;null;02;North East;North East;North East;ACT;0;US;140.61353;97.52228;83.91452;161.02516;--;--;--;--;--;--;1:18;--
135797;Tennil Beuerlein;Tennil;Beuerlein;F;30;US;32;All;0;160.93999;71.667534;null;null;02;South West;South West;South West;ACT;0;US;133.80965;106.594124;86.18248;161.02516;391;50;2:31;1:32;--;--;--;20:02
159681;Regan Huckaby;Regan;Huckaby;F;31;US;32;All;0;159.93999;67.131615;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;158.7572;113.398;88.45044;181.4368;--;--;--;--;--;--;--;--
472971;Emma Chapman;Emma;Chapman;F;30;US;32;All;0;156.93999;58.96696;null;null;02;Central East;Central East;Central East;ACT;0;US;131.54169;100.697426;65.77084;170.097;--;50;--;2:01;8:37;--;1:06;20:47
236779;Chloe Gauvin-David;Chloe;Gauvin-David;F;26;CA;32;All;0;161.93999;66.224434;null;null;02;Canada East;Canada East;Canada East;ACT;0;CA;115.66596;99.79024;83.91452;136.0776;--;60;2:13;1:46;--;--;--;--
23405;Kelcy Ware;Kelcy;Ware;F;29;US;32;All;0;158.93999;65.77084;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;140.61353;102.0582;72.57472;147.4174;320;35;2:23;1:24;--;--;--;--
497688;Kate Kennedy;Kate;Kennedy;F;25;CA;32;All;0;161.93999;72.57472;null;null;02;Canada East;Canada East;Canada East;ACT;0;CA;--;--;--;--;--;--;--;--;--;--;--;--
116926;Karine Shrum;Karine;Shrum;F;29;CA;32;All;0;172;68.945984;null;null;02;Canada East;Canada East;Canada East;ACT;0;CA;--;--;--;--;--;--;--;--;--;--;--;--
95635;Bridget Erickson;Bridget;Erickson;F;31;US;32;All;0;155.93999;61.23492;null;null;02;North Central;North Central;North Central;ACT;0;US;131.54169;90.7184;83.91452;142.88148;--;--;4:20;--;8:08;--;--;--
147562;Lauren Gravatt;Lauren;Gravatt;F;32;US;32;All;0;160.93999;65.77084;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;115.66596;95.25432;79.3786;136.0776;397;--;2:21;1:31;7:28;21:10;--;21:49
13506;Nicole Holcomb;Nicole;Holcomb;F;31;US;32;All;0;161.93999;68.0388;null;null;02;Central East;Central East;Central East;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
686626;Manon Angonese;Manon;Angonese;F;25;LU;32;All;0;163;66;null;null;02;Europe Central;Europe Central;Europe Central;ACT;0;LU;--;--;--;--;--;--;--;--;--;--;--;--
592472;Bethany Shadburne;Bethany;Shadburne;F;24;US;32;All;0;158.93999;65.77084;null;null;02;South Central;South Central;South Central;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
132729;Karla Wolford;Karla;Wolford;F;34;US;32;All;0;161.93999;70.30676;null;null;02;North Central;North Central;North Central;ACT;0;US;124.7378;97.52228;79.3786;151.95332;402;--;4:15;1:28;9:48;--;1:12;--
250568;Kloie Wilson;Kloie;Wilson;F;20;US;32;All;0;161.93999;70.30676;null;null;02;South West;South West;South West;ACT;0;US;129.27373;102.0582;88.45044;138.34557;--;30;--;1:38;--;--;--;21:34
276523;Amanda Hardeman;Amanda;Hardeman;F;29;US;32;All;0;161.93999;68.0388;null;null;02;Central East;Central East;Central East;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
252900;Anna Fragkou;Anna;Fragkou;F;28;GR;32;All;0;160;63;null;null;02;Europe Central;Europe Central;Europe Central;ACT;0;GR;--;--;--;--;--;--;--;--;--;--;--;--
18274;Bjork Odinsdottir;Bjork;Odinsdottir;F;30;IS;32;All;0;160;63;null;null;02;Europe North;Europe North;Europe North;ACT;0;IS;143;106;84;150;--;55;2:44;1:48;--;21:29;--;--
34715;Hayley Murillo;Hayley;Murillo;F;31;US;32;All;0;163.93999;73.93549;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
274725;Nicole Chovan;Nicole;Chovan;F;28;US;32;All;0;159.93999;64.410065;null;null;02;North Central;North Central;North Central;ACT;0;US;136.0776;104.326164;90.7184;140.61353;--;--;--;--;--;--;--;--
123968;Lindsey Valenzuela;Lindsey;Valenzuela;F;31;US;32;All;0;160.93999;68.0388;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;136.0776;120.20188;90.7184;183.70476;415;40;2:26;1:15;8:14;22:18;1:05;21:03
5124;Anna Rode;Anna;Rode;F;25;US;32;All;0;158.93999;68.0388;null;null;02;Central East;Central East;Central East;ACT;0;US;111.13004;96.16151;77.11064;136.0776;346;40;2:26;1:58;8:54;20:28;--;--
245403;Colleen Fotsch;Colleen;Fotsch;F;28;US;32;All;0;162.93999;75.74986;null;null;02;South West;South West;South West;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
255576;Ashleigh Cornell;Ashleigh;Cornell;F;33;US;32;All;0;161.93999;70.30676;null;null;02;North East;North East;North East;ACT;0;US;127.00576;99.79024;77.11064;142.88148;--;--;2:34;2:00;--;--;--;--
109531;Michelle Kwak;Michelle;Kwak;F;24;US;32;All;0;160.93999;70.30676;null;null;02;North East;North East;North East;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
314703;Caroline Conners;Caroline;Conners;F;25;US;32;All;0;155.93999;60.327736;null;null;02;North East;North East;North East;ACT;0;US;142.88148;97.52228;83.91452;163.29312;--;--;2:46;1:58;--;--;1:20;--
747027;Kelly Baker;Kelly;Baker;F;26;US;32;All;0;158.93999;65.77084;null;null;02;North East;North East;North East;ACT;0;US;136.0776;106.594124;83.91452;163.29312;--;--;--;--;--;--;--;--
9328;Tia Wright;Tia;Wright;F;26;US;32;All;0;158.93999;62.595695;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;--;105;82;--;--;--;2:14;1:33;--;--;--;--
151555;Erin Vandendriessche;Erin;Vandendriessche;F;27;US;32;All;0;161.93999;65.77084;null;null;02;Central East;Central East;Central East;ACT;0;US;120.20188;97.52228;85.72889;129.27373;--;30;5:03;3:00;--;--;--;26:26
270917;Dorothy Morentin;Dorothy;Morentin;F;26;US;32;All;0;158.93999;70.30676;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;149.68536;106.594124;83.91452;154.22128;--;40;2:37;--;--;--;--;--
148722;Ashley Ferda;Ashley;Ferda;F;28;US;32;All;0;160.93999;70.30676;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
10614;Whitney Heuser;Whitney;Heuser;F;27;US;32;All;0;158.93999;63.50288;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;129.27373;99.79024;83.91452;142.88148;448;--;2:17;1:36;8:00;16:54;1:07;--
11708;Amanda Goodman;Amanda;Goodman;F;27;US;32;All;0;154.93999;64.863655;null;null;02;South West;South West;South West;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
280780;Kristine Best;Kristine;Best;F;28;US;32;All;0;157.93999;62.595695;null;null;02;North East;North East;North East;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
126964;Megan Scales;Megan;Scales;F;32;US;32;All;0;163.93999;69.399574;null;null;02;North Central;North Central;North Central;ACT;0;US;136.0776;99.79024;81.64656;154.22128;--;--;--;--;--;--;--;--
245099;Hilary Steele;Hilary;Steele;F;28;US;32;All;0;134.45999;52.163082;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;108.86208;90.7184;74.84268;129.27373;--;37;2:26;--;10:08;--;--;--
259202;Marcella Hunnicutt;Marcella;Hunnicutt;F;29;US;32;All;0;156.93999;63.50288;null;null;02;Central East;Central East;Central East;ACT;0;US;127.00576;102.0582;81.64656;151.95332;368;40;2:14;1:24;--;--;1:13;--
51006;Danielle Miles;Danielle;Miles;F;34;US;32;All;0;162.93999;74.84268;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;138.34557;106.594124;77.11064;151.95332;431;52;2:23;1:25;--;--;--;--
112949;Claudia Vazquez;Claudia;Vazquez;F;27;US;32;All;0;159.93999;65.77084;null;null;02;North East;North East;North East;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
709102;Chantelle Loehner;Chantelle;Loehner;F;26;US;32;All;0;160.93999;65.77084;null;null;02;Central East;Central East;Central East;ACT;0;US;113.398;81.64656;68.0388;122.46984;--;--;--;--;--;--;--;--
128857;Jessica Schwartz;Jessica;Schwartz;F;20;US;32;All;0;158.93999;59.874146;null;null;02;North Central;North Central;North Central;ACT;0;US;122.46984;92.98636;79.3786;129.27373;439;--;2:20;--;7:10;--;--;--
717711;Taylor Ballek;Taylor;Ballek;F;21;US;32;All;0;159.93999;66.678024;null;null;02;North East;North East;North East;ACT;0;US;127.00576;102.0582;90.7184;140.61353;--;--;2:53;1:26;--;--;--;--
120359;Steph Dekker;Steph;Dekker;F;28;GB;32;All;0;7.54;100;null;null;02;Europe Central;Europe Central;Europe Central;ACT;0;GB;140;93;65;165;--;30;3:00;2:29;--;--;1:07;--
887297;Emma Tall;Emma;Tall;F;26;SE;32;All;0;168;69;null;null;02;Europe North;Europe North;Europe North;ACT;0;SE;--;--;--;--;--;--;--;--;--;--;--;--
358711;Desiree Rogers;Desiree;Rogers;F;27;US;32;All;0;160.93999;68.0388;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;127.00576;97.52228;88.45044;133.80965;--;--;--;--;--;--;--;--
15182;Stephanie Roy;Stephanie;Roy;F;40;CA;32;All;0;165;63.50288;null;null;02;Canada East;Canada East;Canada East;ACT;0;CA;136.0776;106.594124;81.64656;158.7572;--;--;--;--;--;--;--;--
179838;Keston Mendoza;Keston;Mendoza;F;23;US;32;All;0;159.93999;66.678024;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;122.46984;90.7184;70.30676;133.80965;--;66;2:40;2:17;--;--;--;--
12336;Kelley Jackson;Kelley;Jackson;F;34;US;32;All;0;156.93999;56.699;null;null;02;North Central;North Central;North Central;ACT;0;US;131.99527;102.0582;79.3786;156.48924;418;61;1:59;1:32;7:44;16:27;1:12;--
25565;Whitney Elks;Whitney;Elks;F;30;US;32;All;0;162.93999;70.30676;null;null;02;South West;South West;South West;ACT;0;US;145.14944;108.86208;90.7184;181.4368;--;--;--;--;--;--;--;--
422341;Megan O'Connor;Megan;O'Connor;F;33;US;32;All;0;159.93999;65.77084;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
208293;Alexis Johnson;Alexis;Johnson;F;27;US;32;All;0;156.93999;63.50288;null;null;02;South Central;South Central;South Central;ACT;0;US;127.00576;102.965385;79.3786;155.12846;440;--;--;1:16;7:51;--;1:15;--
189706;Chelsey Hughes;Chelsey;Hughes;F;32;US;32;All;0;159.93999;61.23492;null;null;02;North East;North East;North East;ACT;0;US;131.54169;105.233345;81.64656;151.95332;452;54;2:14;1:49;--;18:52;1:14;20:19
169393;Analisa Marquez;Analisa;Marquez;F;29;US;32;All;0;160.93999;68.0388;null;null;02;South West;South West;South West;ACT;0;US;122.46984;92.98636;81.64656;151.95332;397;40;2:21;1:34;7:39;--;0:56;--
623803;Emelie Lundberg;Emelie;Lundberg;F;28;SE;32;All;0;161;61;null;null;02;Europe North;Europe North;Europe North;ACT;0;SE;130;95;79;150;--;--;2:42;--;--;--;--;--
9748;Janine Shillington;Janine;Shillington;F;35;CA;32;All;0;160.93999;74.84268;null;null;02;Canada West;Canada West;Canada West;ACT;0;CA;142.88148;102.0582;81.64656;151.95332;--;35;2:40;1:30;9:40;--;1:15;21:20
38909;Mirakim Couvrette;Mirakim;Couvrette;F;27;CA;32;All;0;157.93999;64.410065;null;null;02;Canada East;Canada East;Canada East;ACT;0;CA;146.05663;106.594124;83.91452;170.097;--;85;2:02;--;--;--;--;--
611075;Michelle Tremblay-Boulianne;Michelle;Tremblay-Boulianne;F;26;CA;32;All;0;161.93999;72.57472;null;null;02;Canada East;Canada East;Canada East;ACT;0;CA;142.88148;102.0582;77.11064;156.48924;--;28;--;1:40;--;--;--;22:30
252266;Leah Irons;Leah;Irons;F;26;US;32;All;0;158.93999;65.77084;null;null;02;South Central;South Central;South Central;ACT;0;US;127.00576;104.326164;84.8217;156.48924;--;--;3:50;1:52;10:16;--;--;21:01
62554;Brooke Ence;Brooke;Ence;F;28;US;32;All;0;161.93999;68.0388;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;145.14944;114.75877;93.89355;165.56108;--;--;2:07;--;--;24:38;1:11;24:00
238632;Emily Tanner;Emily;Tanner;F;29;US;32;All;0;161.93999;72.57472;null;null;02;South West;South West;South West;ACT;0;US;142.88148;115.66596;95.25432;167.82904;--;--;--;--;--;--;--;--
881734;Kaitlyn Pavlik;Kaitlyn;Pavlik;F;27;CA;32;All;0;157.93999;68.0388;null;null;02;Canada East;Canada East;Canada East;ACT;0;CA;124.7378;97.52228;72.57472;161.02516;--;--;2:26;--;--;--;--;22:49
99236;Claire Treanor;Claire;Treanor;F;32;US;32;All;0;159.93999;70.30676;null;null;02;South West;South West;South West;ACT;0;US;136.0776;106.594124;92.98636;149.68536;381;--;2:58;1:33;8:41;19:14;--;--
821419;Anette Nieminen;Anette;Nieminen;F;26;FI;32;All;0;166;70;null;null;02;Europe North;Europe North;Europe North;ACT;0;FI;--;--;--;--;--;--;--;--;--;--;--;--
97728;Mikki Nuccio;Mikki;Nuccio;F;28;US;32;All;0;158.93999;67.131615;null;null;02;Central East;Central East;Central East;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
26770;Carlie Stone;Carlie;Stone;F;29;US;32;All;0;158.93999;69.399574;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;131.54169;99.79024;79.3786;181.4368;348;40;2:32;1:37;--;--;1:05;23:47
107129;Kelly Friel;Kelly;Friel;F;40;GB;32;All;0;170;72;null;null;02;Europe Central;Europe Central;Europe Central;ACT;0;GB;--;--;--;--;--;--;--;--;--;--;--;--
534813;Sanna Venäläinen;Sanna;Venäläinen;F;27;FI;32;All;0;164;65;null;null;02;Europe North;Europe North;Europe North;ACT;0;FI;--;--;--;--;--;--;--;--;--;--;--;--
103884;Lauren Conner;Lauren;Conner;F;32;US;32;All;0;161.93999;71.21394;null;null;02;North East;North East;North East;ACT;0;US;140.61353;106.594124;79.3786;154.22128;--;--;0:12;--;--;--;0:56;17:18
252447;Michela Greco;Michela;Greco;F;25;US;32;All;0;161.93999;67.131615;null;null;02;North East;North East;North East;ACT;0;US;117.93392;97.52228;77.11064;154.22128;--;--;2:53;2:27;7:57;--;--;20:06
132258;Arielle Armstrong;Arielle;Armstrong;F;24;US;32;All;0;157.93999;63.04929;null;null;02;South Central;South Central;South Central;ACT;0;US;--;97.975876;83.91452;138.34557;--;55;2:15;--;--;--;1:03;--
485523;Jadzia Truszkowski;Jadzia;Truszkowski;F;30;CA;32;All;0;156.93999;61.23492;null;null;02;Canada East;Canada East;Canada East;ACT;0;CA;145.14944;104.326164;70.30676;170.097;--;--;2:20;--;--;--;--;20:45
39413;Chelsie Guardado;Chelsie;Guardado;F;28;US;32;All;0;155.93999;59.874146;null;null;02;South West;South West;South West;ACT;0;US;120.20188;95.25432;79.3786;142.88148;321;42;2:32;1:50;8:02;--;1:23;19:40
448384;Sequoia Barrera;Sequoia;Barrera;F;18;US;32;All;0;162.93999;68.0388;null;null;02;West Coast;West Coast;West Coast;ACT;0;US;120.20188;97.52228;81.64656;142.88148;--;--;--;--;--;--;--;--
309398;Synne Krokstad;Synne;Krokstad;F;26;NO;32;All;0;168;68;null;null;02;Europe North;Europe North;Europe North;ACT;0;NO;120;95;72;145;398;--;--;2:16;--;17:53;0:59;22:59
319644;April Payne;April;Payne;F;34;US;32;All;0;161.93999;70.30676;null;null;02;North Central;North Central;North Central;ACT;0;US;--;--;--;--;--;--;--;--;--;--;--;--
344192;Marisa De Los Santos;Marisa;De Los Santos;F;27;US;32;All;0;134.45999;47.62716;null;null;02;South Central;South Central;South Central;ACT;0;US;127.00576;92.98636;74.84268;136.0776;--;80;1:56;--;7:39;--;--;20:19
245145;Nikki Matarazzo;Nikki;Matarazzo;F;27;CA;32;All;0;152;60.78133;null;null;02;Canada East;Canada East;Canada East;ACT;0;CA;124.7378;92.98636;70.30676;140.61353;330;--;--;1:45;--;--;--;--
